Manufacture_SKU_UPC,Product_Type,Post_Status,image_logo,image_main,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_console,Commercial_Level,Category,Category_Sub,Category_Sub_Sub,Category_Sub_Sub_Sub,Manufacture,Product_Name,Pricing_Cost,Pricing_MSPR,Pricing_MAP,Pricing_Special,Pricing_Special_Start_Date,Pricing_Special_End_Date,Short_Description,Overveiw,Footprint_Length,x_1,Footprint_Width,x_2,Footprint_Height,Footprint_Active_Length,x_3,Footprint_Active_Width,x_4,Footprint_Active_Height,Footprint_UOM,Machine_Weight,Machine_Weight_UOM,Elliptical_Stride_Length_Adjustable_Stride_(Yes/No),Elliptical_Stride_Length_Min,Elliptical_Stride_Length_Max,Elliptical_Stride_Length_Adjusting_Increments,Elliptical_Stride_UOM,Elliptical_Stride_Length_Type_of_Adjusting,Elliptical_Ramp_Adjustable_(Yes/No),Elliptical_Ramp_Min_Angle,Elliptical_Ramp_Max_Angle,Elliptical_Ramp_Type_of_Adjustment,Elliptical_Ramp_#_of_Adjustments,Max_User_Weight,Max_User_Weight_,Plug-in,Elliptical_Drive_System,Resistance_Type,Resistance_Levels_Quantity,Heart_Rate_Contact,Heart_Rate_Monitoring_Wireless,Elliptical_Design_(Step_In/On)_,Elliptical_Hand_Grips_Muilti_Position,Warranty_Frame_In_Years,Warranty_Parts_In_Years,Warranty_Labor_In_Year,Warranty_Treadmill_Motor,Warranty_Restrictions,Console_Type,Console_Programs,Console_Programs_User,Console_Programs_Heart_Rate_Controled,Brochure,Manual,Treadmill_Belt_Width,Treadmill_Belt_Length,Treadmill_Belt_UOM,Treadmill_Belt_Type,Treadmill_Roller_Size,Treadmill_Roller_Size_UOM,Treadmill_Deck_Thickness,Treadmill_Deck_Phenolic_Coating,Treadmill_Deck_Need_Lubercation,Treadmill_Deck_Reversibility,Treadmill_Sidestep_Rails,Treadmill_Motor_Type,Treadmill_Motor_Horse_Power,Treadmill_Deck_Adjustable_Softness,Treadmill_Speed_Min,Treadmill_Speed_Max,Treadmill_Speed_Adjustment,Treadmill_Ramp_Incline,Treadmill_Ramp_Decline,Treadmill_Ramp_Min,Treadmill_Ramp_Max_,Treadmill_Ramp_Change_Amount,Recumbent_Bike_Design,Recumbent_Bike_Seat_Back_Adjustable,Recumbent_Bike_Seat_Back_Type,Recumbent_Bike_Seat_Back_#_of_Position,Rower_Seat_Travel,Rower_Pull_Cable,Spin_Bike_Handle_Bars_Mutiposition,Spin_Bike_Fly_Wheel_Weight,Spin_Bike_Fly_Wheel_Weight_UOM,Spin_Bike_Fly_Wheel_Primiter_Weighted,Spin_Bike_Belt_System,Gym_Weight_Stack,Gym_Weight_Stack_UOM,Shipping_Wieght,Shipping_Length,Shipping_Width,Shipping_Height,Up-Sells_SKU,Cross-Sells_SKU,Download_&_Import_Attachments,Post_Author,Post_Slug,Manage_Stock?,Stock_Qty,Stock_Status,Allow_Backorders?,Sold_Individually?,Enable_Reviews,Featured,Catalog_Visibility,Tax_Status,Tax_Class
SCB1000,simple,publish,,http://www.BodySolid.com/images/products/SCB1000/600/SCB1000_HERO02.png,http://www.BodySolid.com/images/products/SCB1000/600/SCB1000_EX_DecPress.png,http://www.BodySolid.com/images/products/SCB1000/600/SCB1000_EX_IncPress.png,http://www.BodySolid.com/images/products/SCB1000/600/SCB1000_EX_ShouldPress.png,,,,,,,,http://www.BodySolid.com/images/products/SCB1000/600/SCB1000_EX_Squat.png,Light Commercial,Strength,,,,Body-Solid,Pro Clubline Counter-Balanced Smith Machine,,"$3,000.00","$3,000.00",,,,,Come on up to club level SCB1000 Counter-Balanced Smith Machine.,50,,86,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DPCC-SF,simple,publish,,http://www.BodySolid.com/images/products/DPCC-SF/600/DPCC-SF_Hero.png,http://www.BodySolid.com/images/products/DPCC-SF/600/DPCC-SF_Ex_DeclineFly.png,http://www.BodySolid.com/images/products/DPCC-SF/600/DPCC-S_Ex_1ArmPress.png,http://www.BodySolid.com/images/products/DPCC-SF/600/DPCC-S_Ex_1ArmRevFly.png,,,,,,,,http://www.BodySolid.com/images/products/DPCC-SF/600/DPCC-S_Ex_1ArmRow.png,Light Commercial,Strength,,,,Body-Solid,Pro Dual Cable Column Machine,,"$3,050.00","$3,050.00",,,,,"Commercially rated and built to withstand the rigorous needs of your facility. The Pro""Dual Adjustable Cable Column performs an unlimited number of exercises at a comfortable level for any size user. Includes basic 200 lb. weight stack.",46,,36,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
B3R,simple,publish,,http://www.BodySolid.com/images/products/B3R/600/B3R_HERO.png,http://www.BodySolid.com/images/products/B3R/600/B3R_NM.png,,,,,,,,,,,Light Commercial,Bikes,Recumbent Bikes,,,Body-Solid,Endurance B3R Self Generating Recumbent Bike,,"$3,200.00","$3,200.00",,,,,Everyone knows how to ride a bike but not everyone knows how to build a commercial quality recumbent bike that will provide a lifetime of cardio fitness,57,,21,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
E5000,simple,publish,,http://www.BodySolid.com/images/products/E5000/600/E5000_HERO.png,http://www.BodySolid.com/images/products/E5000/600/E5000_Ex.png,http://www.BodySolid.com/images/products/E5000/600/E5000_Hero02.png,,,,,,,,,,Light Commercial,Ellipticals,Standing Ellipticals,,,Body-Solid,Endurance E5000 Premium Elliptical Trainer,,"$3,250.00","$3,250.00",,,,,Designed for extreme durability the E5000 offers a commercial warranty.,68,,31,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
G6B,simple,publish,,http://www.BodySolid.com/images/products/G6B/600/G6B_HERO_F.png,http://www.BodySolid.com/images/products/G6B/600/G6B_Hero03_M.png,http://www.BodySolid.com/images/products/G6B/600/G6BGIOT_Hero04_FM.png,http://www.BodySolid.com/images/products/G6B/600/G6B_EX_1ArmCurl_M.png,,,,,,,,http://www.BodySolid.com/images/products/G6B/600/G6B_EX_1ArmRaise_M.png,Light Commercial,Strength,Multi-Gym,,,Body-Solid,Body-Solid G6B Bi-Angular Home Gym,,"$3,275.00","$3,275.00",,,,,Rated a Consumer Magazine Best Buy,85,,50,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
LVLP,simple,publish,,http://www.BodySolid.com/images/products/LVLP/600/LVLP_HERO.png,http://www.BodySolid.com/images/products/LVLP/600/LVLP_Ex_LegPress.png,http://www.BodySolid.com/images/products/LVLP/600/LVLP_Hero02.png,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Leverage Horizontal Leg Press,,"$3,375.00","$3,375.00",,,,,Natural feel and resistance of free-weights with the control of a machine,87,,61,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DGYM,simple,publish,,http://www.BodySolid.com/images/products/DGYM/600/DGYM_HERO.png,http://www.BodySolid.com/images/products/DGYM/600/DGYM_EX_LatPull.png,http://www.BodySolid.com/images/products/DGYM/600/DGYM_DABBS.png,http://www.BodySolid.com/images/products/DGYM/600/DGYM_DBTC-S.png,,,,,,,,http://www.BodySolid.com/images/products/DGYM/600/DGYM_DCLP-S.png,Light Commercial,Strength,,,,Body-Solid,Pro Dual Modular Gym System,,"$3,440.00","$3,440.00",,,,,The 4 Stack Tower provides a solid foundation for any of the 10 different ProDual stations. Price is for base frame only without stations or weight stack. Must be used with modular component stations.,37,,37,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DABB-SF,simple,publish,,http://www.BodySolid.com/images/products/DABB-SF/600/DABB-SF_HERO.png,http://www.BodySolid.com/images/products/DABB-SF/600/DABB-SF_EX_Crunch.png,http://www.BodySolid.com/images/products/DABB-SF/600/DABB-SF_EX_LowBack.png,http://www.BodySolid.com/images/products/DABB-SF/600/DABB-SF_HERO02.png,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Ab and Back Machine,,"$3,525.00","$3,525.00",,,,,The Pro Dual Ab and Back machine. Item includes basic 200 lb. weight stack.,43,,51,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DBTC-SF,simple,publish,,http://www.BodySolid.com/images/products/DBTC-SF/600/DBTC-SF_HERO.png,http://www.BodySolid.com/images/products/DBTC-SF/600/DBTC-SF_EX_Curls.png,http://www.BodySolid.com/images/products/DBTC-SF/600/DBTC-SF_EX_TriExt.png,http://www.BodySolid.com/images/products/DBTC-SF/600/DBTC-SF_HERO02.png,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Bicep & Tricep Machine,,"$3,525.00","$3,525.00",,,,,The Pro Dual Bicep Tricep Machine. Item includes 200 lb. weight stack.,53,,40,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DCLP-SF,simple,publish,,http://www.BodySolid.com/images/products/DCLP-SF/600/DCLP-SF_HERO.png,http://www.BodySolid.com/images/products/DCLP-SF/600/DCLP-SF_EX_CalveExt.png,http://www.BodySolid.com/images/products/DCLP-SF/600/DCLP-SF_EX_LegPress.png,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Leg & Calf Press Machine,,"$3,525.00","$3,525.00",,,,,The Pro Dual Leg Press Calf Press provides multiple workout options for increased lower body strength. Item includes basic 200 lb. weight stack.,78,,41,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DIOT-SF,simple,publish,,http://www.BodySolid.com/images/products/DIOT-SF/600/DIOT-SF_HERO.png,http://www.BodySolid.com/images/products/DIOT-SF/600/DIOT-SF_EX_Abduct.png,http://www.BodySolid.com/images/products/DIOT-SF/600/DIOT-SF_EX_Adduct.png,http://www.BodySolid.com/images/products/DIOT-SF/600/DIOT-SF_HERO02.png,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Inner & Outer Thigh Machine,,"$3,525.00","$3,525.00",,,,,The Pro Dual Inner Outer Thigh sets the tone for tightening up the adductors. Includes basic 200 lb. weight stack.,40,,53,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DLAT-SF,simple,publish,,http://www.BodySolid.com/images/products/DLAT-SF/600/DLAT-SF_Ex_LatPull.png,http://www.BodySolid.com/images/products/DLAT-SF/600/DLAT-SF_EX_SeatRow.png,,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Lat & Mid Row Machine,,"$3,525.00","$3,525.00",,,,,The Pro Dual Lat Mid Row lets you pull together stronger shoulder arm and back muscles. Includes basic 200 lb. weight stack.,68,,33,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DLEC-SF,simple,publish,,http://www.BodySolid.com/images/products/DLEC-SF/600/DLEC-SF_Hero.png,http://www.BodySolid.com/images/products/DLEC-SF/600/DLEC-SF_Ex_LegCurl.png,,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Leg Extension & Curl Machine,,"$3,525.00","$3,525.00",,,,,Commercial quality station isolates the quads with smooth fluid movements. Includes basic 200 lb. weight stack.,40,,53,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DPEC-SF,simple,publish,,http://www.BodySolid.com/images/products/DPEC-SF/600/DPEC-SF_Hero.png,http://www.BodySolid.com/images/products/DPEC-SF/600/DPEC-SF_Ex_1ArmFly.png,http://www.BodySolid.com/images/products/DPEC-SF/600/DPEC-SF_Ex_RevFly.png,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Pec & Rear Delt Machine,,"$3,525.00","$3,525.00",,,,,The Pro Dual Pec Rear Delt shoulders the load for an effective efficient workout. Includes basic 200 lb. weight stack.,57,,34,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DPLS-SF,simple,publish,,http://www.BodySolid.com/images/products/DPLS-SF/600/DPLS-SF_Hero.png,http://www.BodySolid.com/images/products/DPLS-SF/600/DPLS-SF_Ex_SeatPress.png,,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Vertical Press & Lat Machine,,"$3,525.00","$3,525.00",,,,,"Commercially rated and built to withstand the rigorous needs of your facility. The Pro""Dual Vertical-Press & Lat Station is designed for maximum chest concentration and outstanding muscle development. Includes basic 200 lb. weight stack.",83,,41,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DPRS-SF,simple,publish,,http://www.BodySolid.com/images/products/DPRS-SF/600/DPRS_SF_Hero1.png,,,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Dual Multi Press Machine,,"$3,525.00","$3,525.00",,,,,The Pro Dual Multi Press is chest and shoulders above similar machines. Includes basic 200 lb. weight stack.,89,,57,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
SCC1200G,simple,publish,,http://www.BodySolid.com/images/products/SCC1200G/600/SCC1200G_Hero.png,http://www.BodySolid.com/images/products/SCC1200G/600/SCC1200G_HERO02.png,,,,,,,,,,,Light Commercial,Strength,,,,Body-Solid,Pro Clubline Cable Crossover,,"$3,591.00","$3,591.00",,,,,The Body Solid Pro Clubline Cable Crossover is the pinnacle of versatility in strength training.,35,,156,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
GS348QP4,simple,publish,,http://www.BodySolid.com/images/products/GS348QP4/600/GS348QP4_HERO.png,http://www.BodySolid.com/images/products/GS348QP4/600/GS348QP4_Ex_Fly.png,http://www.BodySolid.com/images/products/GS348QP4/600/GS348QP4_Ex_InclPress.png,http://www.BodySolid.com/images/products/GS348QP4/600/GS348QP4_Ex_LatPull.png,,,,,,,,http://www.BodySolid.com/images/products/GS348QP4/600/GS348QP4_Ex_LegExt.png,Light Commercial,Strength,Free Weight Equipment,Smith Machine,,Body-Solid,Body-Solid Series 7 Smith Gym,,"$3,650.00","$3,650.00",,,,,Our new Series 7 Smith Gym allows you to develop muscle mass beyond your imagination at a rate that will amaze you,78,,64,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
SDC2000G-2,simple,publish,,http://www.BodySolid.com/images/products/SDC2000G-2/600/SDC2000G_HERO01.png,http://www.BodySolid.com/images/products/SDC2000G-2/600/SDC2000G_EX_Abduct.png,http://www.BodySolid.com/images/products/SDC2000G-2/600/SDC2000G_EX_Curl.png,http://www.BodySolid.com/images/products/SDC2000G-2/600/SDC2000G_EX_LowRow.png,,,,,,,,http://www.BodySolid.com/images/products/SDC2000G-2/600/SDC2000G_HERO02.png,Light Commercial,Strength,,,,Body-Solid,ProClub Line Dual Cable Column,,"$3,900.00","$3,900.00",,,,,Dual 160 Lb. weight stacks offer a resistance range fit for beginners and professional athletes alike,39,,46,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
T10HRC,simple,publish,,http://www.BodySolid.com/images/products/T10HRC/600/T10HRC_Hero1300.png,http://www.BodySolid.com/images/products/T10HRC/600/T10HRC_Hero02.png,http://www.BodySolid.com/images/products/T10HRC/600/T10_Ex.jpg,http://www.BodySolid.com/images/products/T10HRC/600/T10HRC_Strap_DVargas.jpg,,,,,,,,,Light Commercial,Treadmills,Platform Treadmills,,,Body-Solid,Endurance T10 Commerical Treadmill,,"$4,300.00","$4,300.00",,,,,Where club-style features intersect with commercial performance to provide you with the ultimate fitness experience in your home,77,,32,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
EXM3000LPS,simple,publish,,http://www.BodySolid.com/images/products/EXM3000LPS/600/EXM3000LPS_HERO_M.png,http://www.BodySolid.com/images/products/EXM3000LPS/600/EXM3000LPS_Hero2.png,http://www.BodySolid.com/images/products/EXM3000LPS/600/EXM3000LPS_Hero3_M.png,http://www.BodySolid.com/images/products/EXM3000LPS/600/EXM3000LPS_LegPress_G.png,,,,,,,,http://www.BodySolid.com/images/products/EXM3000LPS/600/EXM3000LPS_PecFly_G.png,Light Commercial,Strength,Multi-Gym,,,Body-Solid,EXM3000LPS Gym System,,"$4,865.00","$4,865.00",,,,,If maximum strength and a weight room full of workout options is what you want in a minimum amount of space,91,,73,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
T100,simple,publish,,http://www.BodySolid.com/images/products/T100/600/T100_Hero.png,http://www.BodySolid.com/images/products/T100/600/T100_belt.png,http://www.BodySolid.com/images/products/T100/600/T100_console.png,http://www.BodySolid.com/images/products/T100/600/T100_frame.png,,,,,,,,http://www.BodySolid.com/images/products/T100/600/T100_handles.png,Light Commercial,Treadmills,Platform Treadmills,,,Body-Solid,Endurance T100 Treadmill,,"$4,895.00","$4,895.00",,,,,Meet the Heaviest-Duty Treadmill ever to come from Endurance by Body-Solid.,84,,35.5,,60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
G10B,simple,publish,,http://www.BodySolid.com/images/products/G10B/600/G10B_HERO.png,http://www.BodySolid.com/images/products/G10B/600/G10B_EX_1ArmRaise_M.png,http://www.BodySolid.com/images/products/G10B/600/G10B_EX_Adductor_F.png,http://www.BodySolid.com/images/products/G10B/600/G10B_EX_Crunch_F.png,,,,,,,,http://www.BodySolid.com/images/products/G10B/600/G10B_EX_LatPull_F.png,Light Commercial,Strength,Multi-Gym,,,Body-Solid,Body-Solid G10B Bi-Angular Gym,,"$4,975.00","$4,975.00",,,,,The Bi-Angular® Press Arm guides you through the optimal range of motion while applying resistance from two directions,72,,119,,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
G9S,simple,publish,,http://www.BodySolid.com/images/products/G9S/600/G9S_Hero03_FM.png,http://www.BodySolid.com/images/products/G9S/600/G9S_EX_1ArmFly.jpg,http://www.BodySolid.com/images/products/G9S/600/G9S_EX_1ArmRevFly.jpg,http://www.BodySolid.com/images/products/G9S/600/G9S_EX_1ArmRevPecDec.jpg,,,,,,,,http://www.BodySolid.com/images/products/G9S/600/G9S_EX_1ArmShouldRaise.jpg,Light Commercial,Strength,Multi-Gym,,,Body-Solid,Body-Solid G9S Two-Stack Gym,,"$5,400.00","$5,400.00",,,,,If maximum strength and a weight room full of workout options is what you want in a minimum amount of space then try the G9S on for size,89,,76,,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
EXM4000S,simple,publish,,http://www.BodySolid.com/images/products/EXM4000S/600/EXM4000S_HERO.png,http://www.BodySolid.com/images/products/EXM4000S/600/EXM4000S_Hero2_F.png,http://www.BodySolid.com/images/products/EXM4000S/600/EXM4000S_Hero3.png,http://www.BodySolid.com/images/products/EXM4000S/600/EXM4000S_PecFly_G.png,,,,,,,,,Light Commercial,Strength,Multi-Gym,,,Body-Solid,EXM4000S Gym System,,"$8,200.00","$8,200.00",,,,,For those who demand the ultimate gym package,133,,91,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
AAB2,simple,draft,,http://www.BodySolid.com/images/products/AAB2/600/AAB2_EX_OblTwist.png,http://www.BodySolid.com/images/products/AAB2/600/AAB2_Exer02_1500_M.png,http://www.BodySolid.com/images/products/AAB2/600/AAB2_Exer03_1500_M.png,http://www.BodySolid.com/images/products/AAB2/600/AAB2_Hero_1500.jpg,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Gut Blaster Ab Slings,,,,,,,,Encourage superior toning trimming and conditioning of the entire abdominal area without lower back strain,2,,7.5,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
ACH18,simple,draft,,http://www.BodySolid.com/images/products/ACH18/600/ACH18_Ex_OblCrunch.png,http://www.BodySolid.com/images/products/ACH18/600/ACH18_Ex_Crunch.png,http://www.BodySolid.com/images/products/ACH18/600/ACH18_Hero.png,,,,,,,,,,Light Commercial,Strength,Accessories,Cable Attachments,,Body-Solid,Ab Crunch Harness,,,,,,,,Extra-wide padded harness protects the neck shoulders back and chest while you concentrate on your abs and obliques,15.4,,1.6,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
B5R,simple,draft,,http://www.BodySolid.com/images/products/B5R/600/B5R_HERO_M-1200.png,http://www.BodySolid.com/images/products/B5R/600/B5R_HERO_M.png,http://www.BodySolid.com/images/products/B5R/600/B5R.png,,,,,,,,,,Light Commercial,Bikes,Recumbent Bikes,,,Body-Solid,Endurance Recumbent Bike,,,,,,,,The Endurance by Body Solid B5R recumbent bike is the pinnacle of indoor bike exercise. With a light commercial rating the B5R is perfect for most homes and clubs. A comfortable walk through design provides easy access for any user.,75,,29,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
BFPR100,simple,draft,,http://www.BodySolid.com/images/products/BFPR100/600/BFPR100_Hero_M_600.png,http://www.BodySolid.com/images/products/BFPR100/600/BFPR100_EX_ChinUp_M_600.png,http://www.BodySolid.com/images/products/BFPR100/600/BFPR100_EX_Squat_M_600.png,http://www.BodySolid.com/images/products/BFPR100/600/BFPR100_Hero_600.png,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Racks,,Body-Solid,Best Fitness Power Rack,,,,,,,,The BFPR100 blends quality and value together in one of the most popular machines for strength training.,45.5,,46.5,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
BSTAW,simple,draft,,http://www.BodySolid.com/images/products/BSTAW/600/BSTAW_HERO021.png,,,,,,,,,,,,Light Commercial,Strength,Free Weight Equipment,Accessories,,Body-Solid,Body-Solid Ankle Weights,,,,,,,,Available in two weights 10 or 20 lb pairs. The BSTAW10 include two 5-pound ankle weights. The BSTAW20 include two 10-pound ankle weights.,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
BSTB,simple,draft,,http://www.BodySolid.com/images/products/BSTB/600/BSTB_Group_1500px.png,http://www.BodySolid.com/images/products/BSTB/600/BSTB1_1500px.png,http://www.BodySolid.com/images/products/BSTB/600/BSTB2_1500px.png,http://www.BodySolid.com/images/products/BSTB/600/BSTB3_1500px.png,,,,,,,,http://www.BodySolid.com/images/products/BSTB/600/BSTB4_1500px.png,Light Commercial,Strength,,,,Body-Solid,Body-Solid Lifting Bands,,,,,,,,Lifting bands offer a contrasting method in an exercise program where the weight resistance changes at different points in a lift.,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
